ASIN,Title,Brand,Fulfillment,Category,Subcategory,Price,Monthly Sales,Sales Trend (90 days) (%),Monthly Revenue,Review Count,Reviews Rating,Seller,Number of Active Sellers,Sales Year Over Year (%),Storage Fee (Jan - Sep),Storage Fee (Oct - Dec),Best Sales Period,Age (Month),Number of Images
B08VHTP1Z5,"NYENEIL Compatible with Apple Watch Band 42mm 44mm 45mm Ultra 49mm for iWatch SE Lightweight Resin Wristband Bracelet Strap Series 8 7 6 5 4 3 2 1 Mens Womens (Blue flower, 42MM/44MM/45MM/49MM)",NYENEIL,FBA,Cell Phones & Accessories,Smartwatch Bands,9.99,1481,-9.0,14795.19,2721.0,4.5,NYE-NEIL,1,,5.046343749999999,17.5525,12/01/2021,23,6.0
B09ZSR5R9Q,"Colors of Rainbow Beautifully Designed Print Tissue Paper (12 Sheets, 20 inch X 29 inch) for Decoupage Gift Wrapping Gift Bag Party Decoration Craft Project Handmade items (Village)",Colors of Rainbow,FBA,"Arts, Crafts & Sewing",Art Tissue,11.48,1480,0.0,16990.4,303.0,4.7,Colors of Rainbow LLC,1,,22.478601979166665,78.18644166666667,03/01/2023,7,7.0
B0BR1VQLCB,"Eda's Sugar Free Hard Candy Zero Sugar Candies Bulk in Box (Individually Wrapped) (Pineapple, 1lb)",SECRET CANDY SHOP,FBA,Grocery & Gourmet Food,Hard Candy,19.99,1479,,29565.21,42.0,3.6,Secret Candy Shop,1,,25.55555555555556,88.88888888888889,03/01/2023,639,3.0
B0B87WXDP9,Verdusa Women's Criss Cross Backless Strappy Asymmetrical Hem Crop Cami Top Brown XS,Verdusa,FBA,"Clothing, Shoes & Jewelry",Tanks & Camis,18.99,1448,255.0,27497.52,299.0,4.0,Verdusa,1,,79.8437453125,277.717375,08/01/2022,7,5.0
B09JWBFTYK,Premium Clear Ice Cube Maker Mold - Whiskey Large Clear Ice Cube Maker 2 Inch - Crystal Clear Ice Maker Cube - Clear Cube Ice Mold Maker with Storage Bag - 4 Ice Cubes Clear at Once,BERLINZO,FBA,Appliances,Ice Makers,84.95,1393,-30.0,118335.35,1611.0,4.5,BERLINZO,1,,221.31407533812325,769.7880881326026,11/01/2022,17,6.0
B0BR1S5CSL,"Eda's Sugar Free Hard Candy Zero Sugar Candies Bulk in Box (Individually Wrapped) (Sour Lemon, 8oz)",SECRET CANDY SHOP,FBA,Grocery & Gourmet Food,Hard Candy,11.99,1387,,16630.13,33.0,3.6,Secret Candy Shop,1,,14.374999999999998,49.99999999999999,02/01/2023,2,3.0
B088BLMHFJ,"Sassina Blonde Invisible Line Hair Extensions Real Human Hair, Natural Straight Wire Hair One Piece for Full Head Bleach Blonde 613# 16inch 100g",Sassina,FBA,Beauty & Personal Care,Hair Extensions,98.9,1350,6.0,133515.0,2813.0,3.9,Sassina,1,3.0,36.78682291666666,127.95416666666664,10/01/2021,32,8.0
B081L355GQ,Sassina 20 Inch Human Hair Extensions Miracle Wire Hair Ash Blonde Color #18 Invisible Wire Hair Extensions Secret Fish Line Layered Hairpiece120g,Sassina,FBA,Beauty & Personal Care,Hair Extensions,129.9,1349,6.0,175235.1,2817.0,3.9,Sassina,1,3.0,33.13274223958333,115.24432083333332,10/01/2021,39,9.0
B089VNVP2Q,Sassina 16 Inch Balayage Invisible Line Hair Extensions Real Human Hair with Transparent Fish Line Hairpiece B2-6# 100 Grams,Sassina,FBA,Beauty & Personal Care,Hair Extensions,101.9,1349,6.0,137463.1,2813.0,3.9,Sassina,1,3.0,32.62318203125,113.47193749999998,10/01/2021,32,8.0
B08ZWNJRY1,Sassina 22 Inch Blonde Wire Hair Extensions Color #60 130 Gram Remy Hair Extensions with Invisible Miracle Wire,Sassina,FBA,Beauty & Personal Care,Hair Extensions,137.9,1345,6.0,185475.5,2814.0,3.9,Sassina,1,,48.73009766524776,169.49599187912264,10/01/2021,22,8.0
B08ZXWW4VZ,"Sassina Miracle Wire Hair Extensions, 18 Inch 110g Highlighted Color Ash Blonde Mixed to Bleach Blonde Remy Human Hair Extensions with Invisible Wire Fish Line, P18-613#",Sassina,FBA,Beauty & Personal Care,Hair Extensions,121.9,1344,5.0,163833.6,2814.0,3.9,Sassina,1,,36.82170904513889,128.07550972222222,10/01/2021,22,8.0
B08ZXSVK1H,"Sassina Invisible Line Hair Extensions Human Hair, Thick Full Head 130 Gram #P12-60 Dark Dirty Blonde with Platinum Blonde 22 Inch",Sassina,FBA,Beauty & Personal Care,Hair Extensions,151.9,1344,5.0,204153.6,2814.0,3.9,Sassina,1,,32.74926196180555,113.91047638888888,10/01/2021,22,8.0
B08T8QZLVD,Sassina Real Remi Human Hair Extensions Wire Hair with Invisible Fish Line 100 Grams #30 16 Inch Invisible Fish Wire Hairpiece for Women,Sassina,FBA,Beauty & Personal Care,Hair Extensions,95.9,1343,5.0,128793.7,2814.0,3.9,Sassina,1,3.0,34.99045703125,121.70593749999998,10/01/2021,27,9.0
B08FJ2YJN3,Sassina 20 Inch Invisible Line Hair Extensions Ash Brown #8 Silky Straight One Piece Miracle Wire Hair Extensions Remy Real Human Hair 100g/set,Sassina,FBA,Beauty & Personal Care,Hair Extensions,118.9,1343,5.0,159682.7,2813.0,3.9,Sassina,1,3.0,33.222222222222214,115.55555555555554,10/01/2021,32,8.0
B098FDGT41,"ReaLife Machine Washable Rug - Stain Resistant, Non-Shed - Eco-Friendly, Non-Slip, Family & Pet Friendly - Made from Premium Recycled Fibers - Distressed Vintage Medallion - Light Blue - 5' x 7'",ReaLife Rugs,FBA,Home & Kitchen,Area Rugs,112.99,1337,55.0,151067.63,1867.0,4.6,Fab Habitat,1,,379.05000000000007,947.625,10/01/2021,20,7.0
B09W1XQ4HJ,"Likedpage Women's Sweetheart Ball Gown Tulle Quinceanera Dresses Prom Dress (US8, Dark Burgundy) … …",Likedpage,FBA,"Clothing, Shoes & Jewelry",,39.99,1293,61.0,51707.07,1935.0,4.6,Likedpage,1,,376.7057595486111,1310.280902777778,01/01/2023,639,7.0
B06XSMHQTH,Tight as a Virgin Vaginal Tightening Gel Bundle with Do Me Silly Silicone Lubricant,Do Me,FBM,Health & Household,Vaginal Moisturizers,49.99,1278,-7.0,63887.22,3313.0,3.5,Do Me Erotic,1,57.0,,,09/01/2022,72,1.0
B08F7CTTM5,"Aera Sweet Rhubarb Home Fragrance with Notes of Rhubarb, Pink Grapefruit & Tropical Fruits",AERA,FBA,Health & Household,Diffusers,60.0,1275,-15.0,76500.0,1243.0,4.3,aeraforhome,1,34.0,13.0253025,45.3054,12/01/2022,29,6.0
B094N2RMHT,"Merelax Soft Shaggy Rug for Kids Bedroom, Oval 2.6'x5.3' Teal Plush Fluffy Carpets for Living Room, Furry Carpet for Teen Girls Room, Anti-Skid Fuzzy Comfy Rug for Nursery Decor Cute Baby Play Mat",Merelax,FBA,Home & Kitchen,Area Rugs,21.99,1263,,27773.37,16180.0,4.4,Merelax Home Decor,1,,203.76872800347212,708.7607930555554,02/01/2023,19,8.0
B094MJ71N8,"Merelax Soft Shaggy Rug for Kids Bedroom, Oval 2.6'x5.3' White Plush Fluffy Carpets for Living Room, Furry Carpet for Teen Girls Room, Anti-Skid Fuzzy Comfy Rug for Nursery Decor Cute Baby Play Mat",Merelax,FBA,Home & Kitchen,Area Rugs,20.99,1263,,26510.37,751.0,4.4,Merelax Home Decor,1,,100.19531527777778,348.50544444444444,02/01/2023,19,8.0
B096RJ4XQZ,10Pcs Rainbow Foil Heart Shaped Balloons 18 Inch Heart Mylar Balloons For Baby Shower Wedding Valentine Decorations Love Balloons Party Decorations,LHOAVWE,FBA,Toys & Games,Balloons,9.98,1261,149.0,12584.78,316.0,4.7,LHOAVWE,1,,9.059695230063946,31.51198340891808,02/01/2023,21,4.0
B0966XJGF7,"TYLER Glamorous Wash, Diva, 907g. (With Dryer Sachets)",Tyler,FBA,Health & Household,Liquid Detergent,39.99,1204,31.0,48147.96,20422.0,4.7,Amazing Pride,7,,63.29778888888888,220.16622222222225,01/01/2023,22,2.0
B098V2XPZH,Dr. John's Sugar-Free Oral Health Dry Mouth Drops - Orange (3.85oz),Dr. John's Healthy Sweets,FBA,Grocery & Gourmet Food,Hard Candy,11.99,1185,80.0,14208.15,310.0,4.0,Dr. John's® Candies,1,,13.642234374999996,47.45125,02/01/2023,20,2.0
B01N95D5BM,"Milk-Bone Farmer's Medley Dog Treats, Lamb & Spring Vegetables, 12 Ounces (Pack of 4), Grain Free",Milk-Bone,Amazon,Pet Supplies,"Cookies, Biscuits & Snacks",19.96,1155,-67.0,23053.8,2705.0,4.8,Amazon,1,,,,10/01/2022,74,8.0
B095VN1VSR,"KTRIO Acrylic Tablet Stand, Adjustable Tablet Stand Holder for Desk Compatible with iPad 10.2, 9.7, 12.9, Pro, Air Mini 4 3 2, Galaxy Tab, Phone, Kindle, E-Reader, (4-13"") - Clear",KTRIO,FBA,Cell Phones & Accessories,Stands,15.99,1151,-2.0,18404.49,1945.0,4.8,Ktrio.LLC,1,,21.66724313763602,75.36432395699487,10/01/2022,22,9.0
B08YJQYXKS,"Obstal 100% Waterproof PVC Table Cloth, Oil-Proof Spill-Proof Vinyl Rectangle Tablecloth, Wipeable Table Cover for Outdoor and Indoor Use",Obstal,FBA,"Patio, Lawn & Garden",Table Covers,19.99,1115,-27.0,22288.85,5626.0,4.6,Adra Textiles,1,-44.0,61.19964583333333,212.8683333333333,07/01/2021,23,8.0
B08L67ZKNH,Little Unicorn 100% Cotton Muslin Car Seat Canopy | Super Soft Lightweight Cover with Window | Breathable | Magnetic Closure | Baby and Infant | Machine Washable | Shower Gift | Planetary,Little Unicorn,FBA,Baby Products,Canopies & Covers,32.95,1024,4939.0,33740.8,91.0,4.5,Little Unicorn LLC,1,,64.67139999999999,224.944,03/01/2023,9,4.0
B07GZ7TK22,Salt Sense Iodized 3 pack,Salt Sense,FBA,Grocery & Gourmet Food,Salt & Salt Substitutes,18.99,1013,41.0,19206.48,1901.0,4.7,Healthy shopping co,2,11.0,74.151094375,257.91685,08/01/2022,55,2.0
B09LC675H5,cyeollo Birthday Dog Dress Mermaid Costume Sparkly Slip Tutu Dresses Tulle Skirt Birthday Outfit Girl Dog Clothes for Small Dogs,cyeollo,FBA,Pet Supplies,Dresses,12.99,1010,188.0,13119.9,623.0,4.6,cyeollo,1,,38.06304972900765,132.39321644872228,12/01/2021,13,7.0
B083QTZP75,"ASICS Men's Snapdown 3 Wrestling Shoes, 11, Carrier Grey/White",ASICS,FBA,Sports & Outdoors,Wrestling,74.95,1005,-21.0,75324.75,1367.0,4.4,Gear2Compete,1,35.0,218.0016666666666,758.2666666666665,01/01/2023,31,9.0
B0BMB2FZ9H,"Medical Grade German Current Sensor Forehead Thermometer for Adults and Kids v2X Black/Grey, Digital Thermometer, Infrared No Touch Temporal Laser Gun, Indoor and Outdoor, Safe Non-Contact 1s Results",Ketodoc,FBA,Industrial & Scientific,Ear,19.95,998,-2.0,19910.1,7977.0,4.5,FDoc,1,,17.95727395833333,62.46008333333333,02/01/2023,4,8.0
B09BFHDF2L,"Hadint Floral Shower Curtain Sets, 4 Pcs Butterfly Shower Curtain with Non-Slip Rugs, Toilet Lid Cover and Bath Mat, Pink Flowers Bathroom Curtain Set with 12 Hooks, 72"" X 72"" Waterproof Bathtub Decor",Hadint,FBA,Home & Kitchen,Shower Curtain Sets,25.99,981,208.0,0.0,515.0,4.1,luckyer,1,,154.7129659722222,538.1320555555556,02/01/2023,20,7.0
B0B51CFGC6,"Enipoly Reusable Male Dog Diapers (4 Packs), High Absorbent Washable Belly Bands for Doggie, Large (Sharks, Waves, Forest, Seaweeds)",Enipoly,FBA,Pet Supplies,Diapers,26.99,977,207.0,26369.23,267.0,4.3,Enipoly-US,1,,67.20312499999999,233.75,02/01/2023,8,6.0
B0BTTGWQS7,"Choking Emergency Device Rescue Device, GCZLSC Portable First Aid Kit with 2 Size CPR Masks for Kids and Adults, Portable Suction Rescue Device First Aid Choking Device for Family",GCZLSC,FBM,Health & Household,First Aid Kits,12.99,963,,8657.37,4.0,3.3,taianchangguihemaoyiyouxiangongsi,1,,,,02/01/2023,2,7.0
B08R95XP3C,"HERSHEY'S Kisses Christmas Sugar Cookie Flavored White Crème Candy, Bulk Festively Wrapped Holiday Chocolate, 80 Oz",HERSHEY'S,FBA,Grocery & Gourmet Food,Candy & Chocolate Assortments,29.99,957,,28700.43,4069.0,4.7,Splashdeal,1,,115.82994861111112,402.8867777777778,02/01/2023,27,3.0
B08CZYPGMH,"Umbra Buddy Door Stop, Heavy-Duty and Flexible, Soft-Touch Finish, Protects Your Floors, Set of 2, Lagoon Blue",Umbra,Amazon,Office Products,Door Stops,12.93,947,-63.0,12244.71,5434.0,4.6,Amazon,3,100.0,,,07/01/2022,31,11.0
B0BQJY4LC1,Story of Seasons: A Wonderful Life - Premium Edition - Nintendo Switch,Xseed,Amazon,Video Games,Games,59.99,899,-55.0,53931.01,,,Amazon,2,,,,01/01/2023,3,8.0
B09Y8BPDBM,BOYSUM Farmhouse Decorative Outdoor Throw Pillow Covers for Couch Sofa Bed Brown Faux Leather Accent Pillow Cover Modern Decor Pillow Case 12 x 20 Inch (Yellow),BOYSUM,FBA,Home & Kitchen,Throw Pillow Covers,16.99,894,4.0,15189.06,1070.0,4.6,BOYSUM,1,,38.31663038194444,133.2752361111111,08/01/2022,11,8.0
B084LZ2CCY,"Chomeiu Travel Makeup Case, Professional Cosmetic Makeup Bag Organizer,Accessories Case, Tools Case (Large, Marble)",Chomeiu,FBA,Beauty & Personal Care,Cosmetic Cases,29.99,891,-79.0,26721.09,15129.0,4.7,Chomeiu,1,-53.0,383.8455305555555,1335.1148888888888,06/01/2021,31,7.0
B0B5YHXP56,"5 Pair of Half Insoles - Shoe Filler, Half-Sizer, Unisex Shoe Inserts to Make Big Shoes Fit a Half Size Smaller (Medium Pointy)",Lemrak,FBA,Health & Household,Insoles,9.95,884,-1.0,0.0,1022.0,3.8,Lemrak Sales,1,,8.052050833333332,28.00713333333333,09/01/2022,8,8.0
B0BKRRFRMZ,"Greeting Card for Women Men - Funny Romantic Card Gifts for Her Him, Birthday Anniversary Thanksgiving & Christmas Gifts for Friends Boyfriend Girlfriend Wife Husband BFF Bestie Online Dating",peacemounts,FBA,Office Products,Cards,5.99,883,75.0,5289.17,50.0,4.6,tijoy,1,,5.293378124999999,18.41175,02/01/2023,4,7.0
B08FQR4JTK,Makartt Poly Nail Gel Nail Kit 4 Red Colors Builder Nail Gel Hard Gel for Nails Beauty Gift Long Lasting Nail Extension Gel All-in-one DIY Nail Starter Kit Salon Nail Easy DIY at Home Life of A Rose,Makartt,FBA,Beauty & Personal Care,Nail Thickening Solution,20.99,875,,34991.25,13073.0,4.2,Woot,1,,39.5838991590506,137.68312750974124,02/01/2023,31,9.0
B091JQLGBV,TISHUI Reading Glasses Women Men +1.25 Blue Light Blocking Round Readers Unisex Circular Cheaters Lightweight Blueblocker Glasses,TISHUI,FBA,Electronics,Blue Light Blocking Glasses,10.99,869,3.0,9550.31,1541.0,4.3,TISHUI-US,1,,20.24227005208333,70.40789583333333,01/01/2023,21,5.0
B00UL0BMA6,Mario amiibo,Nintendo,Amazon,Video Games,Interactive Gaming Figures,15.99,859,0.0,13735.41,2560.0,4.7,Amazon,34,-31.0,,,03/01/2023,96,5.0
B0B1599FNC,Avidlove Women Lingerie Satin Lace Chemise Sleepwear for Plus Size Lilac,Avidlove,FBA,"Clothing, Shoes & Jewelry",Nightgowns & Sleepshirts,20.29,851,25.0,17266.79,697.0,4.2,Avidlove,1,,22.448,78.08000000000001,02/01/2022,639,6.0
B000N3ZUKY,"Eccolo Red Embossed Heart Writing Journal Notebook, 256 Lined Pages, Flexible Faux Leather Cover, 5-x-7-inch",Eccolo World Traveler,FBA,Office Products,Hardcover Executive Notebooks,16.71,850,-35.0,14203.5,3563.0,4.7,Fine Keepsakes,1,,8.890855455322038,30.924714627207088,12/01/2021,144,3.0
B0B6GR7BHY,"Bluey Unisex Baby Potty Training Pants, 100% Cotton Padded Underwear, 7-Pack, Sizes 18 M, 2T, 3T and 4T, Bluey7pktrainingpant",Bluey,Amazon,Baby Products,Training Pants,18.14,849,52317.0,15884.79,41.0,4.4,Amazon,2,,,,02/01/2023,8,8.0
B0B83MW8RF,Dog Grooming Hammock for Nail Trimming - Complete Groomers Helper Set for Pets - Pet Grooming Hammock with Hooks Dog Nail Clipper - Dog Hammock for Nail Clipping - Dog Sling Lift Harness for Dogs Cats,MAcosiness,FBA,Pet Supplies,Ear Care,23.99,841,,20175.59,404.0,4.3,MAcosiness,1,,41.5766903125,144.614575,02/01/2023,4,9.0
B0BR17P1V4,CuteBone Dog Mesh Dress Easter Day Puppy Sundress Summer Fashion for Small Dogs Girl Dresses Dog Clothes BF09XXS,CuteBone,FBA,Pet Supplies,Dresses,13.99,837,31.0,11709.63,1515.0,4.6,CuteBone,1,,9.78298611111111,34.02777777777778,12/01/2022,639,8.0
B01J6N5PW4,Furinno JAYA TV Stand for up to 50-Inch TV,Furinno,Amazon,Electronics,"TV Mounts, Stands & Turntables",51.77,831,-15.0,43020.87,7337.0,4.5,Amazon,11,-40.0,,,08/01/2021,79,12.0
B093TR3723,"Nutcase, Little Nutty, Kids Bike Helmet with MIPS Protection System and Removable Visor, Watermelon MIPS, Youth",Nutcase,FBA,Sports & Outdoors,Kids' Helmets,69.99,829,-39.0,58021.71,580.0,4.8,NetRush,1,147.0,392.9395944444444,982.348986111111,11/01/2022,21,9.0
B09V59R2ZF,WEEOUR Tulle Spaghetti Straps Prom Dresses Long Lace Appliques Ball Gowns for Women Wine Red-US18,WEEOUR,FBM,"Clothing, Shoes & Jewelry",,54.99,827,,45476.73,67.0,4.5,ANNT,2,,,,03/01/2023,12,9.0
B09V5B7G2Q,WEEOUR Tulle Spaghetti Straps Prom Dresses Long Lace Appliques Ball Gowns for Women Blue-US14 14,WEEOUR,FBM,"Clothing, Shoes & Jewelry",,54.99,827,,45476.73,67.0,4.5,MLATC,2,,,,03/01/2023,639,9.0
B09V58ZPW5,Tulle Spaghetti Straps Prom Dresses Long Lace Appliques Ball Gowns for Women Wisteria-US2,WEEOUR,FBM,"Clothing, Shoes & Jewelry",,50.0,827,,41350.0,67.0,4.5,ANNT,2,,,,03/01/2023,12,9.0
B09HWYZNS3,"SUADEX Mens Work Boots Steel Toe Boots for Men Women Slip-Resistant Safety Composite Toe Hiking Boots 6""",SUADEX,FBA,"Clothing, Shoes & Jewelry",Work & Utility,49.99,816,517.0,40791.84,642.0,3.9,SUADEX,1,,261.4489881076389,909.3877847222224,02/01/2023,17,6.0
B0965BRXG7,"Keskale Medical Compression Socks for Men & Women 20-30 mmHg (1/2 Pair), Knee High Cushioned Graduated Support Hose, Stockings for Maternity Nurse Athletic Sport Travel, 1pair-White, Large-X-Large",Keskale,FBA,Health & Household,Stockings,13.99,802,-8.0,11219.98,726.0,4.3,Keskale,1,,37.1588934375,129.248325,01/01/2023,20,6.0
B094D51H4S,"Fesciory Adjustable Working Caps with Button & Sweatband, Women Ponytail Pouch Hats, Long Hair(Blue Flower+Red Flower)",Fesciory,FBA,Beauty & Personal Care,Shower Caps,17.95,799,-6.0,14342.05,1780.0,4.5,Xushu,1,,15.837057291666664,55.08541666666666,01/01/2022,23,6.0
B08GL9T7CF,Bambody Absorbent Hipster: Sporty Period Panties | Protective Active Wear Underwear - 3 Pack: Pink-Blue-Green - Medium,Bambody,FBA,Health & Household,Protective Briefs & Underwear,24.9,796,-18.0,0.0,2872.0,4.2,Bambody Underwear,1,,48.08265000000001,167.24400000000003,03/01/2023,31,7.0
B08ZXH5194,"100 Pack Poly Mailers, 10” X 13” Envelopes Plastic Custom Mailing Shipping Bags, Poly Mailer Envelope with Self Seal Adhesive Strip - Waterproof & Tear-Proof (Leopard)",M&C Music Color,FBA,Office Products,Envelope Mailers,13.99,783,87.0,10954.17,4133.0,4.8,M&C Music Color,1,-33.0,63.00167620020634,219.136265044196,05/01/2021,22,6.0
B0BRSM11T6,FNTCASE for Samsung Galaxy S23 Case: Rugged Drop Proof Protection Mobile Cover | Matte Textured Shockproof TPU Hybrid Slim Design | Protective Sturdy Phone Case - Light Purple,FNTCASE,FBA,Cell Phones & Accessories,Basic Cases,18.99,766,,0.0,36.0,4.0,jiajiajia-us,1,,7.281224999999999,25.326,02/01/2023,639,8.0
B092Q12K6M,Jay Franco Marvel Spiderman Web Hero 4 Pack Collapsible Cube Storage Bins – Kids Foldable Organizer with Handles (Official Marvel Product),Jay Franco,FBA,Home & Kitchen,Open Storage Bins,29.99,757,11.0,0.0,860.0,4.8,Kids Store Direct,1,,157.8267498958333,548.9626083333333,03/01/2022,19,7.0
B08QHWDCVP,MontVoo-Door Mat- Front Door Mats Outdoor Indoor Entrance-Thick Non Slip Rubber Welcome Mat Indoor Outdoor Doormats for Home Inside Outside Entry Entryway Rug-Shoe Mat Scraper-Gray-24 x35,MontVoo,FBA,"Patio, Lawn & Garden",Doormats,43.98,730,-57.0,32105.4,842.0,4.5,seven six home,1,,98.0,245.00000000000009,01/01/2023,24,6.0
B09QQT9HGG,"Decorative Wooden Dough Bowls Decor 20 Inch, Wood Long Dough Bowls, Large Wooden Dough Bowls Long Wooden Bowl, Baguette Bowl Wooden, Large Dough Bowl Centerpieces White Dough Bowl Wood Dough Bowl",MAINEVENT,FBA,Home & Kitchen,Decorative Bowls,50.95,717,-28.0,36531.15,429.0,4.5,Main Event USA ®,1,,97.5,243.75,01/01/2023,13,9.0
B08HYTYXRK,"Logitech G903 Lightspeed Wireless Gaming Mouse & G613 Lightspeed Wireless Mechanical Gaming Keyboard, Multihost 2.4 GHz + Blutooth Connectivity - Black",Logitech G,Amazon,Video Games,Gaming Keyboards,163.97,714,0.0,117074.58,3348.0,4.6,Amazon,1,134.0,,,02/01/2023,31,7.0
B08Z2VPJ96,"Ancable 15-Feet USB B MIDI Cable for Instruments, USB 2.2 Type A to Type B Printer Cable Cord Compatible with Piano, Midi Controller, Midi Keyboard, Audio Interface Recording, USB Microphone and More",Ancable,FBA,Musical Instruments,MIDI Cables,12.99,711,1.0,9235.89,1875.0,4.7,Mellbree,1,,10.94362361111111,38.06477777777778,08/01/2021,23,1.0
B08ZX8Y5F9,"Henn&Hart 20"" Wide Square Square Side Table in Nickel, Table for Living Room, Bedroom",Henn&Hart,Amazon,Home & Kitchen,Coffee Tables,104.79,705,,73876.95,1505.0,4.6,Amazon,3,,,,02/01/2023,24,9.0
B096X4YT3D,"Airtag Holder Keychain Case - Air-Tag Silicone Case Compatible with Airtag Dog Tag Tracker with 2 Key Ring Clip on Cover Accessories for Kids Keys Dog Collar Luggage (Anti-Scratch, Soft Touch, 8 Pack)",Yizieco,FBA,Pet Supplies,Basic Collars,11.99,704,-58.0,8440.96,1364.0,4.4,Yizieco®-US,1,,8.148888020833335,28.34395833333334,12/01/2022,21,7.0
B0B4N7WD6T,HOTAPEI Womens Cute V Neck Tops Summer Long Sleeve Linen Button Down Shirts Loose Lightweight Solid Color Blouse Top Blue Small,EVALESS,FBA,"Clothing, Shoes & Jewelry",Blouses & Button-Down Shirts,29.98,700,62.0,20986.0,2944.0,3.9,EVALESS Flagship Shop,1,-52.0,41.66387652547676,144.91783139296265,08/01/2021,7,6.0
B0B4N38W6C,HOTAPEI Womens Cute V Neck Tops Summer Long Sleeve Linen Button Down Shirts Loose Lightweight Solid Color Blouse Top Floral Sky Blue Small,EVALESS,FBA,"Clothing, Shoes & Jewelry",Blouses & Button-Down Shirts,29.98,700,62.0,20986.0,2944.0,3.9,EVALESS Flagship Shop,1,-52.0,41.66387652547676,144.91783139296265,08/01/2021,639,3.0
B09H9GK91D,"LONDONTOWN Lakur Enhanced Nail Polish, Premium Vegan Beauty, Berry Nude",LONDONTOWN,FBA,Beauty & Personal Care,Nail Polish,16.0,693,0.0,11088.0,834.0,4.4,LONDONTOWN USA,1,,4.426499340277778,15.396519444444444,02/01/2023,18,6.0
B01N64E14K,Nobel Super Lemon Candy 3.1oz (12 Pack),Nobel,FBM,Grocery & Gourmet Food,Hard Candy,33.05,691,62.0,32152.23,1946.0,4.3,Nijiya Market,4,-17.0,,,08/01/2021,75,2.0
B00C553B6I,Japanese Extreme Super Sour Lemon Flavored 3 Layered Intense Candy Challenge,Nobel,FBA,Grocery & Gourmet Food,Hard Candy,6.3,691,49.0,4353.3,1942.0,4.3,iMomoko Beauty and Skin Care,5,-24.0,17.935591666666667,62.38466666666668,08/01/2021,107,2.0
B081HZ6J1H,"Gorilla Grip Pet Grooming Gloves, Dog Hair Deshedding Glove Brush, Reduce Shedding, Gentle Massage for Pets, Five Finger Design, Soft Silicone Tips, Remove Long or Short Haired Cat and Dogs Fur, Gray",Gorilla Grip,FBA,Pet Supplies,Hair Removal Mitts & Rollers,8.99,673,9.0,6050.27,1225.0,4.2,GORILLA COMMERCE,1,,32.24191590277777,112.14579444444443,09/01/2022,26,8.0
B082MCM31X,RUNATURE Teal Clip in Hair Extensions 20 Inch Color Teal Green Hair Extensions Clip in Real Hair Double Weft Clip Ins Straight Remy Human Hair Clip in Extensions 25g 5pcs,RUNATURE,FBA,Beauty & Personal Care,Hair Extensions,34.99,672,-36.0,23513.28,947.0,4.3,Runature,2,148.0,24.21905390625,84.24018749999999,01/01/2023,39,9.0
B09B1YGLD3,"Poever White Kraft Paper Gift Bags with Handles 8x4.25x10.5 100 PCS Bulk, Medium Shopping Bags Party Favor Bags Goodie Bags Merchandise Bags for Packing Products Recyclable for Birthday Takeouts",Poever,FBA,Industrial & Scientific,Gift Bags,25.99,664,14.0,0.0,273.0,4.8,Poever Direct,1,,395.70787,1376.3752000000002,10/01/2022,20,8.0
B08Q4L3KRZ,"Kashi Home Kitchen Rug, Printed Area Rug, Durable Floor, Door Mat, Farmhouse Non-Slip Carpet Latex Backing Beautiful Design Cute Coffe 3pc Set (2 18x30 D Shape & 1 20x40)",Kashi Home,FBM,Kitchen & Dining,Kitchen Rugs,31.99,659,91.0,21081.41,2181.0,4.3,Linen Store,1,,,,10/01/2022,17,9.0
B088ZRVFJ9,"Lucky Monet 25/50/100PCS Burlap Gift Bags with Drawstring Linen Jewelry Pouches Wedding Hessian Jute Bags for Birthday Party Wedding Favors Gift Art and DIY Craft (100Pcs, Baby Blue, 3"" x 4"")",Lucky Monet,FBM,Industrial & Scientific,Gift Bags,20.98,658,-12.0,13804.84,2465.0,4.7,Lucky Monet,1,-33.0,,,11/01/2021,32,9.0
B07P3GWCFH,1Storm Adult Motocross Helmet BMX MX ATV Dirt Bike Four Wheeler Quad Motorcycle Full Face Helmet Racing Style: HF801 Sonic Blue,1Storm,FBM,Automotive,Helmets,64.95,657,77.0,42672.15,2637.0,4.7,Power Gear MotorSports,1,-34.0,,,03/01/2021,49,7.0
